additional_id,comments,non_compliance,source,source_type,entry_date,alternative_source,link,log_type,targeted_pop_group
7483,All passengers arriving from China at Budapest’s Liszt Ferenc International Airport are being tested for symptoms of the coronavirus.,Not available,Official Website,Government,2020-03-25,,http://abouthungary.hu/news-in-brief/hungarys-28-point-action-plan-to-fight-the-coronavirus/,Introduction / extension of measures,Yes
7484,New Quarantine Center for arrivals at Rafah Crossing,Not applicable,Minstry of Health,Government,2020-03-15,,http://site.moh.ps/index/ArticleView/ArticleId/4829/Language/ar,Introduction / extension of measures,No
7485,"Introduction of new quarantine policies. 2 Seychellois students in Wuhan were transferred to France, where they will stay for 14 days, per health requirements. This is the first logged announcement of the 14-day quarantine policy that was released by the Seychellois government. ",,DFA and ANHRD,Government,2020-03-24,,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1964,Introduction / extension of measures,No
7486,The government repatriated 10 tunisians living in Wuhan. They were places in an isolation center for 14 days. ,Not available,ONMNE,Government,2020-04-17,,https://www.facebook.com/ONMNE/photos/pcb.2701056293307213/2701055966640579/?type=3&theater,Introduction / extension of measures,Yes
7487,"residents returning to The Bahamas who have a history of travel to China within 20 days of commencing travel, quarantined on arrival in The Bahamas for up to fourteen (14) days.",,Ministry of Health,Government,2020-03-20,,http://www.bahamas.gov.bs/wps/wcm/connect/af8f463e-72e5-4b74-8db6-4dae616da84a/MOH-PSA-n-CoV+resident+return+Final.pdf?MOD=AJPERES,Introduction / extension of measures,Yes
7488,Any foreign national having resided in china or with a history of travel to and from china within the last 14 days will not be allowed entry or transit in the republic of  Mauritius. ,,Mauritius MoHW,Government,2020-04-01,,http://health.govmu.org/English/Documents/corona/Communique.docx ,Introduction / extension of measures,Yes
7489,"Mauritian nationals, residents, their spouse and children coming from china or having travelled through china within the last 14 days will be allowed entry in the republic of Mauritius and will be placed in quarantine.",,Mauritius MoHW,Government,2020-04-01,,http://health.govmu.org/English/Documents/corona/Communique.docx ,Introduction / extension of measures,Yes
7490,"The National Health Emergency Committee, a multi-stakeholder forum to support the preparedness of The Gambia, was activated in early February",Not applicable,US Embassy,Government,2020-03-16,,https://gm.usembassy.gov/u-s-citizen-services/covid-19-information/,Introduction / extension of measures,No
7491,Specialists of the Republican Center for Health Promotion (RCHP) and Mass Communication continue conducting coronavirus preventive measures among the population.Students of the 8 grades,Not applicable,MoH,Government,2020-03-27,,http://www.med.kg/en/news/505-coronavirus-prevention-among-the-population-continues.html,Introduction / extension of measures,Yes
7492,Order of the Minister responsible for health no. 53and 51/1:  1)setting up an interim committee to prevent CoronaVirus infection. 2) establishment of Task Forces to prevent the spread of CoronaVirus infection,Not available,"Albanian Government  ""legal acts""",Government,2020-04-15,,https://coronavirus.al/akte-ligjore/,Introduction / extension of measures,No
7493,In-country and out-country travel restrictions,,Ministry of Agriculture and Forest,Government,2020-03-14,,https://www.facebook.com/bhutanmoaf/photos/a.594862987296735/2761083030674709/?type=3&theater,Introduction / extension of measures,No
7494,receive testing kits,Not applicable,Bulgarian Ntnl. Television,Media,2020-03-25,,https://www.bnt.bg/en/a/the-bulgarians-arriving-from-wuhan-will-be-placed-under-quarantine,Introduction / extension of measures,No
7495,General meeting with health system representatives to assess potential capacities; introduction of specific surveillance algorithm,Not applicable,Ministry of Health,Government,2020-03-23,,https://spkc.gov.lv/lv/aktualitates/preses-relizes/get/nid/763,Introduction / extension of measures,No
7496,"all persons travelling via air or sea from the People’s Republic of China, Macau, or Hong Kong, South Korea, Italy, Japan, and Iran.  Travelers that have visited or transited these countries after December 31, 2019 will be denied entry into the RMI. ",Not applicable,US Embassy,Government,2020-03-15,,https://mh.usembassy.gov/news-events/,Introduction / extension of measures,Yes
7497,Preparation of laboratory capacity in line with WHO recommendation,Not applicable,Government,Government,2020-03-25,,https://www.gov.pl/web/zdrowie/linia-diagnostyczna-koronawirusa-juz-w-polsce,Introduction / extension of measures,No
7498," A partnership established five years ago between the Caribbean Public Health Agency (CARPHA) and the private sector-led Caribbean Hotel and Tourism Association (CHTA), as well as the public sector Caribbean Tourism Organization (CTO) is helping to drive a concerted effort by the region's health and tourism stakeholders to help prevent and mitigate any impact from the spread of the novel coronavirus, ",Not applicable,Government,Government,2020-04-03,,http://www.govt.lc/news/caribbean-tourism-and-health-authorities-proactive-on-coronavirus,Introduction / extension of measures,Yes
7499,"""Amendments to the Infectious Disease Act (Chapter 204) and its Regulations i.e. Infectious Diseases (Amendment of Schedule) Notification, 2020 dan Infectious Diseases (Quarantine) (Amendment) Regulations, 2020 have gazetted. Under the Act, anyone who, or suspected to be, a case, carrier or contact of an infectious disease may be required to undergo medical examination or medical treatment either in hospital or any other place as determined by the Director-General Ministry of Health. Failure to comply to this provision is an offence under this Law and the person may be ordered to be transferred to a hospital or another place where he can be detained and, if necessary, isolated until examination or treatment has been undertaken...   As such, the person may be fined to up to $10,000 or imprisoned for a period of not more than 6 months or both (first offence). For a second offence, may be fined to up to $20,000 or imprisoned for a period of not more than one year or both.""",Fines,Brunei MoH,Government,2020-03-21,,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,Introduction / extension of measures,No
7500,"""whomsoever has been found to breach or refuse any order that has been issued by the Ministry of Health such as hosting gatherings at any place that has been forbidden or leaving the place of quarantine at any point in the quarantine period, will have found to be in violation of the Infectious Diseases Act (Chapter 204) and is punishable with a fine of up to $10,000, or imprisonment for a term not exceeding six months, or both. The Ministry will not be hesitant in taking legal action against any individual who has gone against the directives that have been issued.""",Arrest/Detention,Brunei MoH,Government,2020-03-20,,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/MEDIA%20STATEMENT%20ON%20THE%20CURRENT%20SITUATION%20OF%20THE%20COVID-19%20IN%20BRUNEI%20DARUSSALAM%20-%2019.03.2020.pdf,Introduction / extension of measures,No
7501,All outbound government-funded travel banned since the end of January,,RNZ,Media,2020-04-08,,https://www.rnz.co.nz/international/pacific-news/413348/marshall-islands-extends-travel-ban-for-another-month,Introduction / extension of measures,Yes
7502,Additional information provided to incoming passengers at points of entry. ,Not available,ONMNE,Government,2020-04-17,,https://www.facebook.com/ONMNE/photos/pcb.2690052717740904/2690051907740985/?type=3&theater,Introduction / extension of measures,No
7503,"Travel advisory for Bhutanese travelers to Wuhan City, China",,"Ministry of Health, Royal Government of Bhutan",Government,2020-04-23,,http://www.moh.gov.bt/travel-advisory-pertaining-to-2019-ncov-outbreak-in-china/,Introduction / extension of measures,Yes
7504,Monitoring travelers from Wuhan,Not applicable,"Ministry of Health, Royal Government of Bhutan",Government,2020-04-23,,http://www.moh.gov.bt/travel-advisory-pertaining-to-2019-ncov-outbreak-in-china/,Introduction / extension of measures,Yes
7505,General hygiene recommendations,Not applicable,"Ministry of Health, Royal Government of Bhutan",Government,2020-04-23,,http://www.moh.gov.bt/travel-advisory-pertaining-to-2019-ncov-outbreak-in-china/,Introduction / extension of measures,No
7506,Travelers ariving from China in CAR are required to fill out a health questionnaire,Not applicable,FAAPA,Media,2020-03-15,,http://www.faapa.info/blog/des-mesures-en-centrafrique-contre-lepidemie-de-coronavirus/,Introduction / extension of measures,Yes
7507,"ongoing training to provide updated and standard case definitions to all relevant stakeholders.Also, in place is the development and dissemination of reporting tools to healthcare providers during the preparation phase, including the development of a database.",Not applicable,Dominica News Online,Media,2020-03-25,,https://dominicanewsonline.com/news/homepage/health-officials-address-corona-virus-concerns-outlines-measures-to-ensure-safety/,Introduction / extension of measures,No
7508,the government of Dominica has sent funds to students studying in Wuhan city China – ground zero for the novel Coronavirus pandemic.,Not applicable,Dominica News Online,Media,2020-03-25,,https://dominicanewsonline.com/news/homepage/news/update-with-video-govt-sends-cash-to-assist-dominican-students-in-wuhan-city-amid-deadly-virus-scare/,Introduction / extension of measures,Yes
7509,awareness campaigns in hospitals and for public,,Ministry of Health,Government,2020-03-16,,http://www.sante.gov.mr/?p=3517,Introduction / extension of measures,No
7510,"ministry recommends people to wash their hands very often, cover their mouth and nose when coughing or sneezing and to avoid close contact with patients with symptoms of respiratory infection.",Not applicable,Département de la Communication Morocco,Government,2020-04-21,,http://www.maroc.ma/en/news/no-coronavirus-case-reported-morocco-ministry,Introduction / extension of measures,No
7511,No persons (except for returning residents) will be allowed to travel to China until further notice.,,Seychelles DFA and MoH,Government,2020-03-24,https://m.facebook.com/mohseychellesofficial/photos/pcb.1308193762715085/1308193372715124/?type=3&source=48,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1962,Introduction / extension of measures,Yes
7512,General recommendations for social distancing and hygienic practices. ,,Seychelles DFA and MoH,Government,2020-03-24,https://m.facebook.com/mohseychellesofficial/photos/pcb.1308193762715085/1308193372715124/?type=3&source=48,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1962,Introduction / extension of measures,No
7513,"Health screenings of passengers from China, including thermal cameras at airports. ",,ONMNE,Government,2020-04-18,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/tunisie/,https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal ,Introduction / extension of measures,No
7514,"Suspected cases will have severe symptoms AND no other reason that could explain the symptoms AND returned from China (Wuhan, Hubei province) within the past 14 days. Cases can only be confirmed in a clinic / lab. ",Not available,ONMNE,Government,2020-04-17,https://www.facebook.com/ONMNE/photos/pcb.2688041961275313/2688036574609185/?type=3&theater,https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal ,Introduction / extension of measures,Yes
7515,Additional health documents from passengers from China ,Not available,ONMNE,Government,2020-04-17,https://www.facebook.com/ONMNE/photos/pcb.2688041961275313/2688036574609185/?type=3&theater,https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal ,Introduction / extension of measures,Yes
7516,14 days upon return,Not available,ONMNE,Government,2020-04-17,https://www.facebook.com/ONMNE/photos/pcb.2688041961275313/2688036574609185/?type=3&theater,https://www.facebook.com/pg/ONMNE/posts/?ref=page_internal ,Introduction / extension of measures,No
7517,"MoH engaged in Novel Coronavirus sensitization meetings with public and private stakeholders to discuss the virus and the MoH's preparedness, and to ensure that all agencies have a coordinated and effective response plan",,Ministry of Health,Government,2020-03-20,,http://www.bahamas.gov.bs/wps/wcm/connect/ed400a4a-ce0e-4203-8c39-2496fbf5ccdf/PRESS+RELEASE+-+nCoV+2019+-+update+%233.pdf?MOD=AJPERES,Introduction / extension of measures,Yes
7518,"arriving passenger suspected of having the Novel Coronavirus will be quarantined. Possible from China, Japan, Malaysia, Iran, South Korea, Singapore, Thailand, Italy, USA, French Guiana, Brazil, Panama, St Vincent and the Grenadines, Jamaica and the Dominican Republic.",Not applicable,Department of Public Information,Government,2020-04-24,https://www.gov.uk/foreign-travel-advice/guyana/health,https://dpi.gov.gy/cabinet-briefed-on-guyanas-preparedness-to-deal-with-coronavirus/,Introduction / extension of measures,Yes
7519,MoH advises against non-essential travel to Hubei Province in China ,,MoH,Government,2020-03-22,,https://gisbarbados.gov.bb/blog/avoid-non-essential-travel-to-hubei-province/,Introduction / extension of measures,No
7520,,,IOM DTM,UN,2020-03-17,,https://reliefweb.int/sites/reliefweb.int/files/resources/MGL-FM-COVID19-V2_R18-16Mar20_EN_0.pdf,Introduction / extension of measures,No
7521,Began screening passengers at airports,,Ministere de la Santé Djibouti,Government,2020-04-17,,https://www.facebook.com/photo/?fbid=2834792943226288&set=a.1390385961000334,Introduction / extension of measures,No
7522," a screening tool at entry ports, a questionnaire used to gather detailed information on the onset and natural course of illnesses of persons suspected of having coronavirus. Possible from China, Japan, Malaysia, Iran, South Korea, Singapore, Thailand, Italy, USA, French Guiana, Brazil, Panama, St Vincent and the Grenadines, Jamaica and the Dominican Republic.",Not applicable,Department of Public Information,Government,2020-04-24,https://www.gov.uk/foreign-travel-advice/guyana/health,https://dpi.gov.gy/moph-to-begin-training-corona-virus-detection-training/,Introduction / extension of measures,Yes
7523," 11 sanitary and quarantine points (SQP), whose employees conduct round-the-clock monitoring and thermometry using a thermal image",Not available,MoH,Government,2020-03-27,,http://www.med.kg/en/news/415-border-arrangements-to-prevent-the-spread-of-coronovirus.html,Introduction / extension of measures,No
7524,MoH strengthened the national system of epidemiological watch and surveillance,Not applicable,Département de la Communication Morocco,Government,2020-04-21,,http://www.maroc.ma/en/news/corona-virus-no-case-disease-detected-morocco-ministry,Introduction / extension of measures,No
7525,MoH upgraded the virological diagnostic mechanism and deployed necessary control measures.,Not applicable,Département de la Communication Morocco,Government,2020-04-21,,http://www.maroc.ma/en/news/corona-virus-no-case-disease-detected-morocco-ministry,Introduction / extension of measures,No
7526,established health control at international ports and airports for an early detection of any Coronavirus imported cases and halting its spread,Not applicable,Département de la Communication Morocco,Government,2020-04-21,,http://www.maroc.ma/en/news/coronavirus-morocco-establishes-health-control-international-ports-and-airports,Introduction / extension of measures,No
7527,Hotline set up to contact in suspected cases ,Not available,Ministere de la santé,Government,2020-04-17,https://www.facebook.com/santetunisie.rns.tn/photos/a.724855064220267/2857179440987808/?type=3&theater,https://www.facebook.com/santetunisie.rns.tn/photos/pcb.2846906335348452/2848785745160511/?type=3&theater,Introduction / extension of measures,No
7528,Order of the Minister responsible for health: Strengthening the preparation to protect against the penetration of the new Koronaviris due to preventing its spread in Albania,Not applicable,"Albanian Government  ""legal acts""",Government,2020-04-15,,https://coronavirus.al/akte-ligjore/,Introduction / extension of measures,No
7529,Order of the Minister responsible for health no. 105: taking hygienic-sanitary measures to prevent the spread of respiratory infections including COVID 19 in preschool institutions kindergartens and educational institutions,Not available,"Albanian Government  ""legal acts""",Government,2020-04-15,,https://coronavirus.al/akte-ligjore/,Introduction / extension of measures,Yes
7530,"The Ministry wishes to advise the public to exercise the usual precautionary measures for prevention of the FLU Virus as we remain in the flu season, these include proper hand washing, use of protected personal equipment (PPE), and exercising proper respiratory etiquette",Not applicable,Dominica News Online,Media,2020-03-25,,https://dominicanewsonline.com/news/homepage/ministry-of-health-statement-on-coronavirus/,Introduction / extension of measures,No
7531,Health screenings in airports and maritime ports using thermal cameras,Not applicable,DailySabah,Media,2020-03-16,,https://www.dailysabah.com/tourism/2020/01/28/china-virus-sends-shockwaves-across-travel-sector-including-in-turkey,Introduction / extension of measures,No
7532,"National Surveillance Team, headed by the Director of Health Services Dr. Marvin Manzanero, participated in a virtual meeting hosted by the Caribbean Public Health Authority (CARPHA) to discuss the Novel Coronavirus Outbreak. Twenty other Caribbean member states also participated in the meeting.",,MoH,Government,2020-03-23,,http://health.gov.bz/www/component/content/article/177-general-health/1004-ministry-of-health-activates-national-surveillance-team-to-monitor-new-strain-of-coronavirus,Introduction / extension of measures,Yes
7533,"Health screening initiated on Jan. 23, 2020 at Palau International Airport and Malakal seaport to screen all visitors to Palau. All travelers must complete a health declaration form and are subject to health screening.",,Palau Ministry of Health,Government,2020-03-20,,http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf,Introduction / extension of measures,Yes
7534,"updating existing Influenza Preparedness Plans., 6.	Establishing Diagnostic capacity through the Caribbean Public Health Agency CARPHA.  ",Not applicable,Government,Government,2020-04-03,,http://www.govt.lc/news/ministry-of-health-prepares-for-new-strain-of-coronavirus,Introduction / extension of measures,Yes
7535,MoH published hygiene recommednations for preventing spread of infection ,,Ministry of Health,Government,2020-03-20,,http://www.bahamas.gov.bs/wps/wcm/connect/6aaac324-1f3e-40d5-ace3-a914408a9a41/PRESS+RELEASE+-+Novel+Coronavirus+2019-nCoV+++22nd+Jan+2020+%281%29.pdf?MOD=AJPERES,Introduction / extension of measures,No
7536,"MoH met in press conference to discuss readiness to respond and prepped meetings with local hospitals, Ministry of Tourism, Ministry of Maritime Affairs, and Blue Economy. Have protocols they are prepared to mobilize from past Ebola and SARS outbreaks. ",,MoH ,Government,2020-03-22,,https://gisbarbados.gov.bb/blog/health-ministry-on-alert-for-new-coronavirus/,Introduction / extension of measures,No
7537,Travelers arriving at ports of entry from high risk areas to be screened by health officers ,,MoH,Government,2020-03-22,,https://gisbarbados.gov.bb/blog/health-ministry-on-alert-for-new-coronavirus/,Introduction / extension of measures,Yes
7538,thermal imagers installed at all checkpoints on the border with China and at Manas airport to detect coronavirus,Not available,MoH,Government,2020-03-27,,http://www.med.kg/en/news/418-thermal-imagers-installed-in-the-airport-manas-to-detect-coronavirus.html,Introduction / extension of measures,No
7539,"MOH Emergency Operations Center (EOC) activated on Jan. 22, 2020 to implement preparedness and response",,Palau Ministry of Health,Government,2020-03-20,,http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf,Introduction / extension of measures,No
7540, temperature screenings at airports nationwide and at other points of entry implemented,Not available,GardaWorld,Other organisations,2020-03-20,,https://www.garda.com/crisis24/news-alerts/307831/panama-temperature-screenings-implemented-at-airports-other-entry-points-january-22,Introduction / extension of measures,No
7541,"establishes health procedures and measures for the protection of public health, in order to prevent the international spread of diseases",Not applicable,Republica Democrática de Timor-Leste,Government,2020-04-21,,http://timor-leste.gov.tl/?p=23501&lang=en,Introduction / extension of measures,No
7542,"Checkpoints are used to monitor the movement of people. The checkpoints are at Khartoum Airport, Port Sudan Airport, and Port Sudan Port. In addition to four checkpoints in the Northern State and two isolation centers in Khartoum.",Not applicable,US Embassy,Government,2020-03-15,,https://sd.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
7543,The Health Emergencies and Epidemics Control Directorate activated the Incident Management System (IMS) on the alert mode to prepare for the possibility of importing the virus. The Sudanese Ministry of Health has prioritized 16 official points of entry.,Not applicable,US Embassy,Government,2020-03-15,,https://sd.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
7544,Advice for travelers to Wuhan region to take precautionary measures,Not applicable,Ministry of Health,Government,2020-03-24,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/January/19/pr200063.aspx,Introduction / extension of measures,Yes
7545,"Government is authorised to bypass the parliament regarding the creation, organisation and controle of public entities, organising production, staff status and international treaties.",Not applicable,Government — Mali,Government,2020-04-07,,https://www.facebook.com/563531873666309/posts/3232188410133962/?d=n,Introduction / extension of measures,No
7546,"Since January, ships arriving at the Panama Canal waterway have been required to report if they have visited countries with confirmed cases prior to their arrival. Vessels are required to report if and when crew changes occurred within 14 days of arrival at ports with COVID-19 cases to MINSA.",Not available,Hellenic Shipping News,Other organisations,2020-03-21,,https://pa.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
7547,People who have travelled from Italy or China quarantined for 14 days,Not applicable,US Embassy ,Government,2020-03-14,,https://bg.usembassy.gov/novel-coronavirus-covid-19-information/,Introduction / extension of measures,Yes
7548,All arriving passengers at Abijan airport are checked for fever and asked to wash their hands.,Not applicable,France24,Media,2020-03-15,,https://www.france24.com/fr/20200201-coronavirus-la-c%C3%B4te-d-ivoire-prend-des-mesures-sanitaires-%C3%A0-l-a%C3%A9roport-d-abidjan,Introduction / extension of measures,No
7549,"Mongolia imported 68.7 thousand face masks in January, 202",Not available,News,Media,2020-03-27,,https://news.mn/en/790792/,Introduction / extension of measures,Yes
7550,Order of the Minister responsible for health no. 158: For the suspension of the functioning of the evaluation commissions of persons with disabilities and work invalids.,Not available,"Albanian Government  ""legal acts""",Government,2020-04-15,,https://coronavirus.al/akte-ligjore/,Introduction / extension of measures,Yes
7551,The Ministry of Religious affairs has issued a fatwa (rule) stating that hiding COVID-19 symptoms is against religion and that patients have a duty to inform the authorities. This may increase legal measures against those found to be non-compliant.,Not available,International SOS,Other organisations,2020-04-24,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,Introduction / extension of measures,Yes
7552,"    Passengers and airline crew who have been in China, Iran, Italy, Japan, Korea, or Singapore in the past 28 days are not allowed to enter Antigua and Barbuda. Nationals and resident diplomats of Antigua and Barbuda who have been in China, Iran, Italy, Japan, Korea, or Singapore in the past 28 days are allowed entry. Airlines must provide their advance passenger information before departure. ",Not applicable,US Embassy,Government,2020-03-15,,https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/,Introduction / extension of measures,Yes
7553,"Transit passengers: If you are a New Zealander, citizen of a Pacific Island Forum country, Timor Leste citizen or resident of New Caledonia or French Polynesia transiting through Australia on your way to New Zealand or a Pacific Island Forum Country, you do not require a transit exemption if you have booked a connecting flight to depart Australia within 72 hours of your arriving flight.",,International SOS,Other organisations,2020-04-09,,,Introduction / extension of measures,Yes
7554,"Transit passengers: If you are a New Zealander, citizen of a Pacific Island Forum country, Timor Leste citizen or resident of New Caledonia or French Polynesia transiting through Australia on your way to New Zealand or a Pacific Island Forum Country, you do not require a transit exemption if you have booked a connecting flight to depart Australia within 72 hours of your arriving flight. All other passengers will need to seek an exemption to be allowed to transit through Australia.",Not applicable,Intl SOS,Other organisations,2020-04-09,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
7555,"Transit passengers: Due to domestic travel restrictions, the outbound connecting flight must be departing from the same state or territory of Australia as your arrival flight. If your connecting flight means you will spend longer than 72 hours in Australia, you are not considered to be transiting and will need to apply online to the Commissioner of the ABF for an exemption from the travel restrictions.",Not applicable,Intl SOS,Other organisations,2020-04-09,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,No
7556,Symptoms and exposure to an at-risk region or a confirmed case; OR any primary care physician can order a test if suspecting a case irrespective of the conditions; OR health personell ,not applicable,Ministry of Health,Government,2020-03-27,,https://www.ots.at/presseaussendung/OTS_20200323_OTS0027/anschober-zahl-der-corona-testungen-wird-massiv-erhoeht-anhang,Introduction / extension of measures,No
7557,"Support in logistics, security and border controls; extension of mandatory military service and recruitment of previous service members",Not applicable,Austrian Armed Forces,Government,2020-03-27,,http://www.bundesheer.at/archiv/a2020/corona/artikel.php?id=5507,Introduction / extension of measures,No
7558,"Curfew for a certain areas in Vorarlberg municipalities from 24.00 - 5.00, until 30th April",Not available,Government of Vorarlberg,Government,2020-04-14,,https://vorarlberg.at/documents/21336/541374/Amtsblatt+2020+-+Nr.+25/4f32f51c-749c-4412-bcdf-a6fe78f469b4,Introduction / extension of measures,Yes
7559,Health information bot to tackled fake news spreading,Not applicable,The Mayor ,Media,2020-04-20,,https://www.themayor.eu/en/meet-austrian-cities-corona-bot,Introduction / extension of measures,No
7560,500 Euro bonus for 24-hour care personal,Not applicable,Salzburg government,Government,2020-04-25,https://coronavirus.wien.gv.at/site/sonderpraemie-fuer-24-stunden-betreuerinnen/,https://service.salzburg.gv.at/lkorrj/detail?nachrid=63360,Introduction / extension of measures,Yes
7561,Extension until 30th April: closure of playgrounds,Not applicable,Salzburg government,Government,2020-04-25,,https://service.salzburg.gv.at/lkorrj/detail?nachrid=63285,Introduction / extension of measures,Yes
7562,"In the event of suspected coronavirus symptoms, a person will be quarantined in one of three quarantine facilities for 14 days or more, or until the person is determined to be free of the coronavirus; passengers arriving from countries which have high numbers of COVID-19 cases may be placed in quarantine immediately upon arrival, or may be asked to undergo self-quarantine, for 14 days in either case",,US Embassy,Government,2020-03-20,,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,Introduction / extension of measures,No
7563,Entry to Azerbaijan is temporarily suspended for all citizens of China and Iran. Visa issuance for the citizens of these countries has also been suspended,,Travel Authority,Government,2020-03-20,,https://azerbaijan.travel/covid-19-en,Introduction / extension of measures,Yes
7564,"Flights to and from China, Iran, France, Germany, Kazakhstan and Ukraine are cancelled",,Travel Authority,Government,2020-03-20,,https://azerbaijan.travel/covid-19-en,Introduction / extension of measures,No
7565,"border officials are screening all arriving travelers for symptoms. In case of any suspected exposure, the passenger — regardless of national origin or purpose of travel — will be evaluated and sent to specially designated facilities for quarantine, as appropriate.",,US Embassy,Government,2020-03-20,,https://az.usembassy.gov/covid-19-information-for-azerbaijan/,Introduction / extension of measures,No
7566,Mass events and celebrations of the Novruz Festival have been cancelled; recommend refraining from mass events an dpublic gathering areas unless necessary ,,Travel Authority,Government,2020-03-20,,https://azerbaijan.travel/covid-19-en,Introduction / extension of measures,No 
7567,"
Among them are economic measures to prevent the bankruptcy of companies due to not being able to resume their activity due to the restrictions. In addition, it will seek to add provisions to facilitate the return of Salvadorans stranded abroad, he added.

The national state of emergency also allows the government to ban agglomerations, keep schools and universities, bars and clubs closed, among other businesses. For this reason, the legislators added that they are not ending the quarantine, as the Executive has criticized it, but are providing the government with tools to keep people in their homes unless their work activity is allowed or they must go outside. essential activities such as stocking up on food or medicine, among other exceptions.

“The quarantine after a month needs to take into account other aspects, so that the State of Emergency ensures the strictest health protocols, so that it guarantees that they will not take your family member, you or even a friend that they will not take to a place where there are infected people, that guarantees that you have rights and that you will not be hit if you are on the street, ”said the ARENA deputy, Margarita Escobar.",,Bahamas Govt.,Government,2020-04-12,,,Introduction / extension of measures,Yes
7568,"Temperature screening measures are in place at Minsk National Airport. Those arriving from China, Iran, South Korea or Italy or other countries where the virus is active, are encouraged to undergo testing at the airport and should be prepared for follow-up by local health authorities and possible quarantine",,US Embassy,Government,2020-03-23,,https://by.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
7569,Universities throughout Belarus have cancelled classroom instruction.  Online study will continue.,,US Embassy,Government,2020-03-23,,https://by.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
7570, quarantine measures for all close contacts of individuals who test positive for COVID-19.  Persons subject to quarantine will be tested and hospitalized for observation for 14 days.,,US Embassy,Government,2020-03-23,,https://by.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
7571,"The gas, electricity and water services may not be suspended, even if rent is not paid",Not applicable,VRT news,Media,2020-04-11,,https://www.vrt.be/vrtnws/de/2020/03/28/ueberblick-diese-corona-massnahmen-gelten-in-belgien-flandern/,Introduction / extension of measures,Yes
7572,Care institutions and psychiatric units closed for visitors,Not applicable,VRT news,Media,2020-04-11,,https://www.vrt.be/vrtnws/de/2020/03/28/ueberblick-diese-corona-massnahmen-gelten-in-belgien-flandern/,Introduction / extension of measures,Yes
7573,Centralized data gathering system to inform response by Sciensano ,Not applicable,Government,Government,2020-04-14,,https://www.info-coronavirus.be/en/news/collection-data/,Introduction / extension of measures,Yes
7574,Regional governments have also announced additional support of around €1.7 bn,Not applicable,International Monetary Fund,Other organisations,2020-04-16,,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,Introduction / extension of measures,Yes
7575,Corona nuisance premium of 4000 EUR for a small company that has to close or limit their business due to corona,Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/corona-hinderpremie,Introduction / extension of measures,No
7576,Companies that still continue to work but have a drop of revenue can apply for partial coverage up to 3000 EUR,Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/corona-hinderpremie,Introduction / extension of measures,No
7577,Financial benefit for self-employed impacted by corona and a deferral of loan repayment,Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/economie-en-ondernemen/subsidies/steunmaatregelen-voor-zelfstandigen-en-ondernemers-die-schade-lijden-door-de-corona-crisis,Introduction / extension of measures,No
7578,"Various measures for individuals, including child support, insurance changes and rent support",Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/gezondheid-en-welzijn/gezondheid/gezondheid-en-preventie-tijdens-de-coronacrisis/tegemoetkomingen-voor-particulieren-tijdens-de-coronacrisis,Introduction / extension of measures,No
7579,"Homeless shelters kept open from winter period, if they do not present additional health risks",Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-wonen-en-energie,Introduction / extension of measures,Yes
